timestamp_sec_floor,timestamp,/electrical/temp_sensors/in.inlet_temp,/electrical/temp_sensors/out.outlet_temp
1761090126,10/21/25 | 07:42:06 PM,,19.68000030517578
1761090127,10/21/25 | 07:42:07 PM,,19.639999389648438
1761090128,10/21/25 | 07:42:08 PM,,19.790000915527344
1761090129,10/21/25 | 07:42:09 PM,,19.860000610351562
1761090130,10/21/25 | 07:42:10 PM,,19.700000762939453
1761090131,10/21/25 | 07:42:11 PM,,19.700000762939453
1761090132,10/21/25 | 07:42:12 PM,,19.790000915527344
1761090133,10/21/25 | 07:42:13 PM,,19.6200008392334
1761090134,10/21/25 | 07:42:14 PM,,19.489999771118164
1761090135,10/21/25 | 07:42:15 PM,,19.729999542236328
1761090136,10/21/25 | 07:42:16 PM,,19.3799991607666
1761090137,10/21/25 | 07:42:17 PM,,19.350000381469727
1761090138,10/21/25 | 07:42:18 PM,,19.59000015258789
1761090139,10/21/25 | 07:42:19 PM,,19.729999542236328
1761090140,10/21/25 | 07:42:20 PM,,19.75
1761090141,10/21/25 | 07:42:21 PM,,19.700000762939453
1761090142,10/21/25 | 07:42:22 PM,,20.010000228881836
1761090143,10/21/25 | 07:42:23 PM,,19.6200008392334
1761090144,10/21/25 | 07:42:24 PM,,19.68000030517578
1761090145,10/21/25 | 07:42:25 PM,,19.489999771118164
1761090146,10/21/25 | 07:42:26 PM,,19.729999542236328
1761090147,10/21/25 | 07:42:27 PM,,19.8799991607666
1761090148,10/21/25 | 07:42:28 PM,,20.360000610351562
1761090149,10/21/25 | 07:42:29 PM,,19.770000457763672
1761090150,10/21/25 | 07:42:30 PM,,19.860000610351562
1761090151,10/21/25 | 07:42:31 PM,,20.399999618530273
1761090152,10/21/25 | 07:42:32 PM,,19.530000686645508
1761090153,10/21/25 | 07:42:33 PM,,20.270000457763672
1761090154,10/21/25 | 07:42:34 PM,,20.969999313354492
1761090155,10/21/25 | 07:42:35 PM,,20.079999923706055
1761090156,10/21/25 | 07:42:36 PM,,19.729999542236328
1761090157,10/21/25 | 07:42:37 PM,,18.190000534057617
1761090158,10/21/25 | 07:42:38 PM,,18.959999084472656
1761090159,10/21/25 | 07:42:39 PM,,19.75
1761090160,10/21/25 | 07:42:40 PM,,19.639999389648438
1761090161,10/21/25 | 07:42:41 PM,,20.190000534057617
1761090162,10/21/25 | 07:42:42 PM,,19.030000686645508
1761090163,10/21/25 | 07:42:43 PM,,20.469999313354492
1761090164,10/21/25 | 07:42:44 PM,,19.6200008392334
1761090165,10/21/25 | 07:42:45 PM,,19.84000015258789
1761090166,10/21/25 | 07:42:46 PM,,19.530000686645508
1761090167,10/21/25 | 07:42:47 PM,,19.75
1761090168,10/21/25 | 07:42:48 PM,,18.079999923706055
1761090169,10/21/25 | 07:42:49 PM,,20.450000762939453
1761090170,10/21/25 | 07:42:50 PM,,19.3799991607666
1761090171,10/21/25 | 07:42:51 PM,,19.729999542236328
1761090172,10/21/25 | 07:42:52 PM,,19.770000457763672
1761090173,10/21/25 | 07:42:53 PM,,19.530000686645508
1761090175,10/21/25 | 07:42:55 PM,,19.440000534057617
1761090176,10/21/25 | 07:42:56 PM,,19.729999542236328
1761090177,10/21/25 | 07:42:57 PM,,19.729999542236328
1761090178,10/21/25 | 07:42:58 PM,,19.420000076293945
1761090179,10/21/25 | 07:42:59 PM,,19.729999542236328
1761090180,10/21/25 | 07:43:00 PM,,19.700000762939453
1761090181,10/21/25 | 07:43:01 PM,,19.729999542236328
